"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","Year","Quarter ID","Quarter","Month ID","Month","Time","Trade Value"
1,"Animal Products",105,"Animal originated products; not elsewhere specified or included",10508,"Coral and Shells",2022,1,"Q1",1,"January",202201,11796.37
1,"Animal Products",105,"Animal originated products; not elsewhere specified or included",10510,"Pharmaceutical Animal Products",2022,1,"Q1",1,"January",202201,95.03
1,"Animal Products",105,"Animal originated products; not elsewhere specified or included",10511,"Other Inedible Animal Products",2022,1,"Q1",1,"January",202201,2471224.66
2,"Vegetable Products",206,"Trees and other live plants",20601,"Bulbs and Roots",2022,1,"Q1",1,"January",202201,41430.920000000006
2,"Vegetable Products",206,"Trees and other live plants",20602,"Other Live Plants",2022,1,"Q1",1,"January",202201,105752.78
2,"Vegetable Products",206,"Trees and other live plants",20603,"Cut Flowers",2022,1,"Q1",1,"January",202201,123686.42000000001
2,"Vegetable Products",206,"Trees and other live plants",20604,"Foliage",2022,1,"Q1",1,"January",202201,31880.469999999998
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20701,"Potatoes",2022,1,"Q1",1,"January",202201,1395212.57
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20702,"Tomatoes",2022,1,"Q1",1,"January",202201,828679.1099999999
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20703,"Onions",2022,1,"Q1",1,"January",202201,415028.10000000003
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20704,"Cabbages",2022,1,"Q1",1,"January",202201,241997.47999999998
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20705,"Lettuce",2022,1,"Q1",1,"January",202201,25330.97
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20706,"Root Vegetables",2022,1,"Q1",1,"January",202201,323779.47
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20707,"Cucumbers",2022,1,"Q1",1,"January",202201,3185622.5100000007
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20708,"Legumes",2022,1,"Q1",1,"January",202201,11798.909999999998
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20709,"Other Vegetables",2022,1,"Q1",1,"January",202201,807396.6000000001
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20710,"Frozen Vegetables",2022,1,"Q1",1,"January",202201,641079.28
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20711,"Preserved Vegetables",2022,1,"Q1",1,"January",202201,225320.72999999998
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20712,"Dried Vegetables",2022,1,"Q1",1,"January",202201,326166.44999999995
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20713,"Dried Legumes",2022,1,"Q1",1,"January",202201,73451887.47999999
2,"Vegetable Products",207,"Vegetables and certain roots and tubers; edible",20714,"Cassava",2022,1,"Q1",1,"January",202201,994.78
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20801,"Coconuts, Brazil Nuts, and Cashews",2022,1,"Q1",1,"January",202201,186002.4
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20802,"Other Nuts",2022,1,"Q1",1,"January",202201,342627.56999999995
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20803,"Bananas",2022,1,"Q1",1,"January",202201,3706250.6399999997
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20804,"Tropical Fruits",2022,1,"Q1",1,"January",202201,180158.71999999997
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20805,"Citrus",2022,1,"Q1",1,"January",202201,1678471.53
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20806,"Grapes",2022,1,"Q1",1,"January",202201,215059.44
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20807,"Melons",2022,1,"Q1",1,"January",202201,4301.500000000001
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20808,"Apples and Pears",2022,1,"Q1",1,"January",202201,686289.8300000001
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20809,"Pitted Fruits",2022,1,"Q1",1,"January",202201,958.37
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20810,"Other Fruits",2022,1,"Q1",1,"January",202201,252477.69999999998
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20811,"Frozen Fruits and Nuts",2022,1,"Q1",1,"January",202201,1333850.5699999998
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20812,"Preserved Fruits and Nuts",2022,1,"Q1",1,"January",202201,157.28
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20813,"Dried Fruits",2022,1,"Q1",1,"January",202201,341353.35
2,"Vegetable Products",208,"Fruit and nuts, edible; peel of citrus fruit or melons",20814,"Citrus and Melon Peels",2022,1,"Q1",1,"January",202201,561.65
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20901,"Coffee",2022,1,"Q1",1,"January",202201,4010837.809999999
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20902,"Tea",2022,1,"Q1",1,"January",202201,6409111
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20903,"Maté",2022,1,"Q1",1,"January",202201,45771.729999999996
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20904,"Pepper",2022,1,"Q1",1,"January",202201,388805.05999999994
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20905,"Vanilla",2022,1,"Q1",1,"January",202201,2117.7
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20906,"Cinnamon",2022,1,"Q1",1,"January",202201,28248.04
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20907,"Cloves",2022,1,"Q1",1,"January",202201,16380.789999999997
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20908,"Nutmeg, mace and cardamons",2022,1,"Q1",1,"January",202201,30542.270000000004
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20909,"Spice Seeds",2022,1,"Q1",1,"January",202201,3197148.579999999
2,"Vegetable Products",209,"Coffee, tea, mate and spices",20910,"Spices",2022,1,"Q1",1,"January",202201,346523.1000000001
2,"Vegetable Products",210,"Cereals",21001,"Wheat",2022,1,"Q1",1,"January",202201,455038610.9799999
2,"Vegetable Products",210,"Cereals",21002,"Rye",2022,1,"Q1",1,"January",202201,6976879.46
2,"Vegetable Products",210,"Cereals",21003,"Barley",2022,1,"Q1",1,"January",202201,28611320.75
2,"Vegetable Products",210,"Cereals",21004,"Oats",2022,1,"Q1",1,"January",202201,945857.2000000002
2,"Vegetable Products",210,"Cereals",21005,"Corn",2022,1,"Q1",1,"January",202201,76814874.6
2,"Vegetable Products",210,"Cereals",21006,"Rice",2022,1,"Q1",1,"January",202201,4402605.200000001
2,"Vegetable Products",210,"Cereals",21007,"Sorghum",2022,1,"Q1",1,"January",202201,1795179.8800000001
2,"Vegetable Products",210,"Cereals",21008,"Buckwheat",2022,1,"Q1",1,"January",202201,7826998.090000001
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21101,"Wheat Flours",2022,1,"Q1",1,"January",202201,14207595.969999991
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21102,"Cereal Flours",2022,1,"Q1",1,"January",202201,408599.63999999996
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21103,"Cereal Meal and Pellets",2022,1,"Q1",1,"January",202201,1441524.9599999997
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21104,"Processed Cereals",2022,1,"Q1",1,"January",202201,9771154.440000001
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21105,"Potato Flours",2022,1,"Q1",1,"January",202201,143048.94999999998
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21106,"Legume Flours",2022,1,"Q1",1,"January",202201,46830.229999999996
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21107,"Malt",2022,1,"Q1",1,"January",202201,6169313.16
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21108,"Starches",2022,1,"Q1",1,"January",202201,1840802.6999999997
2,"Vegetable Products",211,"Products of the milling industry; malt, starches, inulin, wheat gluten",21109,"Wheat Gluten",2022,1,"Q1",1,"January",202201,3776597.18
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21201,"Soybeans",2022,1,"Q1",1,"January",202201,25124659.200000003
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21202,"Ground Nuts",2022,1,"Q1",1,"January",202201,160554.59000000005
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21204,"Linseed",2022,1,"Q1",1,"January",202201,40219612.70999997
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21205,"Rapeseed",2022,1,"Q1",1,"January",202201,25438484.06
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21206,"Sunflower Seeds",2022,1,"Q1",1,"January",202201,10346073.97
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21207,"Other Oily Seeds",2022,1,"Q1",1,"January",202201,7230657.95
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21208,"Oil Seed Flower",2022,1,"Q1",1,"January",202201,88768.61000000002
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21209,"Sowing Seeds",2022,1,"Q1",1,"January",202201,1239036.8499999999
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21210,"Hops",2022,1,"Q1",1,"January",202201,37018.59
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21211,"Perfume Plants",2022,1,"Q1",1,"January",202201,880169.3999999999
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21212,"Locust beans, seaweed, sugar beet, cane, for food",2022,1,"Q1",1,"January",202201,183904.27999999997
2,"Vegetable Products",212,"Oil seeds and oleaginous fruits",21214,"Forage Crops",2022,1,"Q1",1,"January",202201,123570.48
2,"Vegetable Products",213,"Lac; gums, resins and other vegetable saps and extracts",21301,"Insect Resins",2022,1,"Q1",1,"January",202201,77767.12
2,"Vegetable Products",213,"Lac; gums, resins and other vegetable saps and extracts",21302,"Vegetable Saps",2022,1,"Q1",1,"January",202201,446985.32
2,"Vegetable Products",214,"Vegetable plaiting materials",21401,"Vegetable Plaiting Materials",2022,1,"Q1",1,"January",202201,35210.58
2,"Vegetable Products",214,"Vegetable plaiting materials",21404,"Other Vegetable Products",2022,1,"Q1",1,"January",202201,978233.27
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31502,"Bovine, Sheep, and Goat Fat",2022,1,"Q1",1,"January",202201,136705.43
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31504,"Fish Oil",2022,1,"Q1",1,"January",202201,366564.21
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31505,"Wool Grease",2022,1,"Q1",1,"January",202201,1684.67
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31506,"Other Animal Fats",2022,1,"Q1",1,"January",202201,28.51
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31507,"Soybean Oil",2022,1,"Q1",1,"January",202201,79585425.92999996
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31508,"Ground Nut Oil",2022,1,"Q1",1,"January",202201,183
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31509,"Pure Olive Oil",2022,1,"Q1",1,"January",202201,17578.73
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31511,"Palm Oil",2022,1,"Q1",1,"January",202201,1839766.35
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31512,"Seed Oils",2022,1,"Q1",1,"January",202201,144107412.61999997
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31513,"Coconut Oil",2022,1,"Q1",1,"January",202201,633690.85
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31514,"Rapeseed Oil",2022,1,"Q1",1,"January",202201,102774551.18
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31515,"Other Pure Vegetable Oils",2022,1,"Q1",1,"January",202201,3594284.289999999
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31516,"Other Vegetable Oils",2022,1,"Q1",1,"January",202201,11740115.26
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31517,"Margarine",2022,1,"Q1",1,"January",202201,54858170.07999999
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31518,"Inedible Fats and Oils",2022,1,"Q1",1,"January",202201,10971652.51
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31520,"Glycerol",2022,1,"Q1",1,"January",202201,7236.589999999999
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31521,"Waxes",2022,1,"Q1",1,"January",202201,14880.58
3,"Animal and Vegetable Bi-Products",315,"Animal or vegetable fats and oils and their cleavage products",31522,"Fat and Oil Residues",2022,1,"Q1",1,"January",202201,152382.01
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41601,"Sausages",2022,1,"Q1",1,"January",202201,7745995.989999999
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41602,"Other Prepared Meat",2022,1,"Q1",1,"January",202201,5919049.919999999
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41603,"Animal Extracts",2022,1,"Q1",1,"January",202201,101.59
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41604,"Processed Fish",2022,1,"Q1",1,"January",202201,4932869.01
4,"Foodstuffs",416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates",41605,"Processed Crustaceans",2022,1,"Q1",1,"January",202201,874591.89
4,"Foodstuffs",417,"Sugars and sugar confectionery",41701,"Raw Sugar",2022,1,"Q1",1,"January",202201,14707879.830000002
4,"Foodstuffs",417,"Sugars and sugar confectionery",41702,"Other Sugars",2022,1,"Q1",1,"January",202201,2239600.29
4,"Foodstuffs",417,"Sugars and sugar confectionery",41703,"Molasses",2022,1,"Q1",1,"January",202201,6820550.68
4,"Foodstuffs",417,"Sugars and sugar confectionery",41704,"Confectionery Sugar",2022,1,"Q1",1,"January",202201,11200560.879999988
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41801,"Cocoa Beans",2022,1,"Q1",1,"January",202201,70.21
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41802,"Cocoa Shells",2022,1,"Q1",1,"January",202201,12828.82
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41803,"Cocoa Paste",2022,1,"Q1",1,"January",202201,226216.90999999997
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41804,"Cocoa Butter",2022,1,"Q1",1,"January",202201,61474.859999999986
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41805,"Cocoa Powder",2022,1,"Q1",1,"January",202201,494956.3599999999
4,"Foodstuffs",418,"Cocoa and cocoa preparations",41806,"Chocolate",2022,1,"Q1",1,"January",202201,47883216.19999999
4,"Foodstuffs",419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41901,"Malt Extract",2022,1,"Q1",1,"January",202201,12753688.27
4,"Foodstuffs",419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41902,"Pasta",2022,1,"Q1",1,"January",202201,7571643.769999999
4,"Foodstuffs",419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41903,"Tapioca",2022,1,"Q1",1,"January",202201,1668.12
4,"Foodstuffs",419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41904,"Prepared Cereals",2022,1,"Q1",1,"January",202201,2209128.7400000007
4,"Foodstuffs",419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",41905,"Baked Goods",2022,1,"Q1",1,"January",202201,35623202.7
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42001,"Pickled Foods",2022,1,"Q1",1,"January",202201,879521.7300000001
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42002,"Processed Tomatoes",2022,1,"Q1",1,"January",202201,951069.6200000002
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42003,"Processed Mushrooms",2022,1,"Q1",1,"January",202201,171429.13
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42004,"Other Frozen Vegetables",2022,1,"Q1",1,"January",202201,502487.98
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42005,"Other Processed Vegetables",2022,1,"Q1",1,"January",202201,13066942.330000004
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42006,"Sugar Preserved Foods",2022,1,"Q1",1,"January",202201,55630.81999999999
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42007,"Jams",2022,1,"Q1",1,"January",202201,1911328.0400000005
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42008,"Other Processed Fruits and Nuts",2022,1,"Q1",1,"January",202201,15217780.97
4,"Foodstuffs",420,"Preparations of vegetables, fruit, nuts or other parts of plants",42009,"Fruit Juice",2022,1,"Q1",1,"January",202201,3222905.92
4,"Foodstuffs",421,"Miscellaneous edible preparations",42101,"Coffee and Tea Extracts",2022,1,"Q1",1,"January",202201,11569168.099999994
4,"Foodstuffs",421,"Miscellaneous edible preparations",42102,"Yeast",2022,1,"Q1",1,"January",202201,7141849.8
4,"Foodstuffs",421,"Miscellaneous edible preparations",42103,"Sauces and Seasonings",2022,1,"Q1",1,"January",202201,12367676.739999996
4,"Foodstuffs",421,"Miscellaneous edible preparations",42104,"Soups and Broths",2022,1,"Q1",1,"January",202201,682754.5300000001
4,"Foodstuffs",421,"Miscellaneous edible preparations",42105,"Ice Cream",2022,1,"Q1",1,"January",202201,3727928.5800000005
4,"Foodstuffs",421,"Miscellaneous edible preparations",42106,"Other Edible Preparations",2022,1,"Q1",1,"January",202201,25063841.68
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42201,"Water",2022,1,"Q1",1,"January",202201,1358998.5500000003
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42202,"Flavored Water",2022,1,"Q1",1,"January",202201,18368125.03999999
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42203,"Beer",2022,1,"Q1",1,"January",202201,6495003.579999998
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42204,"Wine",2022,1,"Q1",1,"January",202201,434675.53
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42206,"Other Fermented Beverages",2022,1,"Q1",1,"January",202201,683121.3599999999
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42207,"Alcohol > 80% ABV",2022,1,"Q1",1,"January",202201,4305119.54
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42208,"Hard Liquor",2022,1,"Q1",1,"January",202201,10351508.39
4,"Foodstuffs",422,"Beverages, spirits and vinegar",42209,"Vinegar",2022,1,"Q1",1,"January",202201,63079.060000000005
4,"Foodstuffs",423,"Food industries, residues and wastes thereof; prepared animal fodder",42301,"Animal Meal and Pellets",2022,1,"Q1",1,"January",202201,14258117.900000002
4,"Foodstuffs",423,"Food industries, residues and wastes thereof; prepared animal fodder",42302,"Bran",2022,1,"Q1",1,"January",202201,23113455.61
4,"Foodstuffs",423,"Food industries, residues and wastes thereof; prepared animal fodder",42303,"Starch Residue",2022,1,"Q1",1,"January",202201,33062662.23
4,"Foodstuffs",423,"Food industries, residues and wastes thereof; prepared animal fodder",42304,"Soybean Meal",2022,1,"Q1",1,"January",202201,52004035.940000005
4,"Foodstuffs",423,"Food industries, residues and wastes thereof; prepared animal fodder",42306,"Other Vegetable Residues",2022,1,"Q1",1,"January",202201,67139200.47000001
4,"Foodstuffs",423,"Food industries, residues and wastes thereof; prepared animal fodder",42307,"Wine Lees",2022,1,"Q1",1,"January",202201,5.43
4,"Foodstuffs",423,"Food industries, residues and wastes thereof; prepared animal fodder",42308,"Other Vegetable Residues and Waste",2022,1,"Q1",1,"January",202201,936603.88
4,"Foodstuffs",423,"Food industries, residues and wastes thereof; prepared animal fodder",42309,"Animal Food",2022,1,"Q1",1,"January",202201,17506113.060000002
4,"Foodstuffs",424,"Tobacco and manufactured tobacco substitutes",42401,"Raw Tobacco",2022,1,"Q1",1,"January",202201,611529.8799999999
4,"Foodstuffs",424,"Tobacco and manufactured tobacco substitutes",42402,"Rolled Tobacco",2022,1,"Q1",1,"January",202201,6977234.329999999
4,"Foodstuffs",424,"Tobacco and manufactured tobacco substitutes",42403,"Processed Tobacco",2022,1,"Q1",1,"January",202201,11450339.879999999
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52501,"Salt",2022,1,"Q1",1,"January",202201,990387.9899999998
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52502,"Iron Pyrites",2022,1,"Q1",1,"January",202201,274410.42
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52503,"Sulphur",2022,1,"Q1",1,"January",202201,23164043.57
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52504,"Graphite",2022,1,"Q1",1,"January",202201,144483.19
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52505,"Sand",2022,1,"Q1",1,"January",202201,468728.19999999995
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52506,"Quartz",2022,1,"Q1",1,"January",202201,775287.37
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52507,"Kaolin",2022,1,"Q1",1,"January",202201,33050.85
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52508,"Clays",2022,1,"Q1",1,"January",202201,526149.72
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52509,"Chalk",2022,1,"Q1",1,"January",202201,106350.66
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52510,"Calcium Phosphates",2022,1,"Q1",1,"January",202201,30742524.650000002
5,"Mineral Products",525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52511,"Barium Sulphate",2022,1,"Q1",1,"January",202201,62878.899999999994
